"Dist Code","Year","State Code","State Name","Dist Name","ADULT MALE CROSSBRED (1000 Number)","ADULT MALE INDIGENOUS (1000 Number)","ADULT FEMALE CROSSBRED (1000 Number)","ADULT FEMALE INDIGENOUS (1000 Number)","YOUNG MALE CROSSBRED (1000 Number)","YOUNG MALE INDIGENOUS (1000 Number)","YOUNG FEMALE CROSSBRED (1000 Number)","YOUNG FEMALE INDIGENOUS (1000 Number)"
"65","1987","5","Karnataka","Kolar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"65","1992","5","Karnataka","Kolar","7.0","162.0","58.0","146.0","7.0","28.0","30.0","62.0"
"65","1997","5","Karnataka","Kolar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"65","2003","5","Karnataka","Kolar","2.09","97.24","154.38","69.28","3.42","11.6","73.61","36.75"
"65","2007","5","Karnataka","Kolar","1.69","85.55","196.64","69.64","3.9","10.32","80.28","29.01"
"65","2012","5","Karnataka","Kolar","1.99","57.46","227.94","52.92","5.91","7.05","100.41","21.7"
"65","2019","5","Karnataka","Kolar","1.07","21.38","231.7","25.61","0.44","4.48","122.99","15.79"
"66","1966","5","Karnataka","Tumkur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"66","1972","5","Karnataka","Tumkur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"66","1977","5","Karnataka","Tumkur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"66","1983","5","Karnataka","Tumkur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"66","1987","5","Karnataka","Tumkur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"66","1992","5","Karnataka","Tumkur","2.0","213.0","20.0","223.0","3.0","52.0","12.0","84.0"
"66","1997","5","Karnataka","Tumkur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"66","2003","5","Karnataka","Tumkur","0.35","131.78","37.22","166.19","2.65","41.59","19.61","71.17"
"66","2007","5","Karnataka","Tumkur","0.81","139.25","91.74","192.93","4.12","41.55","44.56","74.31"
"66","2012","5","Karnataka","Tumkur","0.8","68.79","150.22","157.71","7.69","19.97","65.65","56.24"
"66","2019","5","Karnataka","Tumkur","0.55","18.8","179.52","80.11","0.88","10.46","90.53","50.41"
"67","1966","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"67","1972","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"67","1977","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"67","1983","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"67","1987","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"67","1992","5","Karnataka","Mysore","4.0","253.0","39.0","309.0","7.0","72.0","22.0","129.0"
"67","1997","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"67","2003","5","Karnataka","Mysore","5.25","210.47","92.15","197.02","15.34","51.72","51.14","101.8"
"67","2007","5","Karnataka","Mysore","5.23","223.29","144.84","258.35","23.64","57.63","74.05","103.33"
"67","2012","5","Karnataka","Mysore","8.59","143.14","229.78","190.55","28.07","25.94","109.68","76.33"
"67","2019","5","Karnataka","Mysore","7.72","65.56","292.18","110.73","11.42","16.24","175.95","62.16"
"68","1966","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","1972","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","1977","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","1983","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","1987","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","1992","5","Karnataka","Mandya","1.0","96.0","27.0","155.0","2.0","21.0","13.0","40.0"
"68","1997","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","2003","5","Karnataka","Mandya","0.85","59.6","66.63","53.43","1.53","9.76","32.01","25.79"
"68","2007","5","Karnataka","Mandya","1.02","58.55","103.0","106.56","2.38","9.45","45.17","23.74"
"68","2012","5","Karnataka","Mandya","0.96","42.99","150.92","89.2","1.72","4.81","60.02","16.12"
"68","2019","5","Karnataka","Mandya","2.59","23.52","194.6","36.16","1.02","3.55","95.7","12.85"
"69","1966","5","Karnataka","Hassan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"69","1972","5","Karnataka","Hassan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"69","1977","5","Karnataka","Hassan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"69","1983","5","Karnataka","Hassan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"69","1987","5","Karnataka","Hassan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"69","1992","5","Karnataka","Hassan","3.0","179.0","18.0","219.0","4.0","56.0","11.0","90.0"
"69","1997","5","Karnataka","Hassan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"69","2003","5","Karnataka","Hassan","2.64","134.77","52.18","163.1","6.23","37.34","26.8","80.7"
"69","2007","5","Karnataka","Hassan","4.41","139.07","98.24","207.57","11.5","44.25","45.81","82.51"
"69","2012","5","Karnataka","Hassan","5.93","89.42","171.17","155.43","12.98","23.63","79.27","68.63"
"69","2019","5","Karnataka","Hassan","6.28","55.4","228.67","80.51","6.29","13.34","115.01","42.69"
"70","1966","5","Karnataka","Shimoge","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"70","1972","5","Karnataka","Shimoge","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"70","1977","5","Karnataka","Shimoge","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"70","1983","5","Karnataka","Shimoge","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"70","1987","5","Karnataka","Shimoge","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"70","1992","5","Karnataka","Shimoge","8.0","238.0","15.0","224.0","4.0","81.0","9.0","121.0"
"70","1997","5","Karnataka","Shimoge","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"70","2003","5","Karnataka","Shimoge","1.22","153.95","28.47","145.58","5.68","61.84","17.7","93.25"
"70","2007","5","Karnataka","Shimoge","1.93","151.04","44.67","182.94","7.98","63.34","26.13","101.61"
"70","2012","5","Karnataka","Shimoge","2.5","135.74","64.76","174.65","10.03","45.57","34.43","99.86"
"70","2019","5","Karnataka","Shimoge","0.97","72.67","81.03","162.18","8.02","44.72","47.99","101.08"
"71","1966","5","Karnataka","Chickmagalur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"71","1972","5","Karnataka","Chickmagalur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"71","1977","5","Karnataka","Chickmagalur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"71","1983","5","Karnataka","Chickmagalur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"71","1987","5","Karnataka","Chickmagalur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"71","1992","5","Karnataka","Chickmagalur","0.0","140.0","7.0","146.0","1.0","45.0","4.0","75.0"
"71","1997","5","Karnataka","Chickmagalur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"71","2003","5","Karnataka","Chickmagalur","0.46","111.02","15.98","105.83","3.12","33.59","10.38","67.23"
"71","2007","5","Karnataka","Chickmagalur","0.39","110.79","28.54","125.69","4.57","34.21","16.5","65.49"
"71","2012","5","Karnataka","Chickmagalur","1.41","77.76","48.06","107.52","6.01","19.34","24.36","53.12"
"71","2019","5","Karnataka","Chickmagalur","0.67","39.65","70.58","71.54","3.34","14.72","38.06","51.43"
"72","1966","5","Karnataka","Chitradurga","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"72","1972","5","Karnataka","Chitradurga","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"72","1977","5","Karnataka","Chitradurga","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"72","1983","5","Karnataka","Chitradurga","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"72","1987","5","Karnataka","Chitradurga","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"72","1992","5","Karnataka","Chitradurga","1.0","205.0","8.0","128.0","2.0","43.0","5.0","63.0"
"72","1997","5","Karnataka","Chitradurga","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"72","2003","5","Karnataka","Chitradurga","1.09","281.4","49.71","147.17","8.17","37.99","28.96","83.21"
"72","2007","5","Karnataka","Chitradurga","2.6","281.05","76.46","178.94","14.6","44.17","41.94","96.47"
"72","2012","5","Karnataka","Chitradurga","1.08","214.51","94.38","138.41","15.55","29.22","47.96","66.85"
"72","2019","5","Karnataka","Chitradurga","1.23","108.68","152.11","88.85","10.68","20.88","90.03","50.52"
"73","1966","5","Karnataka","Bellary","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"73","1972","5","Karnataka","Bellary","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"73","1977","5","Karnataka","Bellary","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"73","1983","5","Karnataka","Bellary","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"73","1987","5","Karnataka","Bellary","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"73","1992","5","Karnataka","Bellary","2.0","208.0","3.0","135.0","1.0","54.0","2.0","78.0"
"73","1997","5","Karnataka","Bellary","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"73","2003","5","Karnataka","Bellary","0.21","143.47","4.61","102.03","0.86","32.31","2.75","59.28"
"73","2007","5","Karnataka","Bellary","0.4","148.63","9.33","118.5","1.92","40.65","5.32","66.51"
"73","2012","5","Karnataka","Bellary","0.24","127.67","18.85","104.75","2.8","23.56","9.38","56.83"
"73","2019","5","Karnataka","Bellary","0.98","87.84","32.89","74.74","1.23","15.21","19.23","51.59"
"74","1966","5","Karnataka","Dharwad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"74","1972","5","Karnataka","Dharwad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"74","1977","5","Karnataka","Dharwad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"74","1983","5","Karnataka","Dharwad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"74","1987","5","Karnataka","Dharwad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"74","1992","5","Karnataka","Dharwad","5.0","315.0","17.0","154.0","6.0","73.0","10.0","87.0"
"74","1997","5","Karnataka","Dharwad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"74","2003","5","Karnataka","Dharwad","2.86","281.1","38.76","113.13","7.96","42.41","22.21","66.92"
"74","2007","5","Karnataka","Dharwad","3.95","318.46","62.84","138.43","12.03","43.44","34.6","76.58"
"74","2012","5","Karnataka","Dharwad","1.74","275.96","75.29","121.2","12.36","29.39","38.51","66.62"
"74","2019","5","Karnataka","Dharwad","4.45","195.96","132.21","67.78","7.53","23.01","89.38","49.28"
"75","1966","5","Karnataka","Belgaum","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"75","1972","5","Karnataka","Belgaum","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"75","1977","5","Karnataka","Belgaum","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"75","1983","5","Karnataka","Belgaum","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"75","1987","5","Karnataka","Belgaum","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"75","1992","5","Karnataka","Belgaum","4.0","249.0","12.0","122.0","3.0","51.0","6.0","65.0"
"75","1997","5","Karnataka","Belgaum","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"75","2003","5","Karnataka","Belgaum","3.25","225.89","36.67","107.21","4.06","29.68","17.1","51.55"
"75","2007","5","Karnataka","Belgaum","6.45","241.36","67.55","150.49","8.38","35.7","28.33","60.27"
"75","2012","5","Karnataka","Belgaum","6.85","186.17","111.78","140.91","10.83","27.95","47.54","60.82"
"75","2019","5","Karnataka","Belgaum","2.51","123.53","152.28","99.49","4.04","21.6","85.16","60.94"
"76","1966","5","Karnataka","Bijapur / Vijayapura","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"76","1972","5","Karnataka","Bijapur / Vijayapura","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"76","1977","5","Karnataka","Bijapur / Vijayapura","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"76","1983","5","Karnataka","Bijapur / Vijayapura","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"76","1987","5","Karnataka","Bijapur / Vijayapura","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"76","1992","5","Karnataka","Bijapur / Vijayapura","1.0","217.0","2.0","146.0","1.0","69.0","1.0","86.0"
"76","1997","5","Karnataka","Bijapur / Vijayapura","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"76","2003","5","Karnataka","Bijapur / Vijayapura","0.31","195.47","11.64","120.99","1.62","40.07","5.78","69.97"
"76","2007","5","Karnataka","Bijapur / Vijayapura","0.99","224.26","18.54","183.08","2.57","53.6","10.05","91.75"
"76","2012","5","Karnataka","Bijapur / Vijayapura","0.55","176.9","28.87","174.69","2.53","41.7","15.39","91.83"
"76","2019","5","Karnataka","Bijapur / Vijayapura","1.11","111.02","46.09","119.97","1.16","26.13","29.94","89.51"
"77","1966","5","Karnataka","Bidar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"77","1972","5","Karnataka","Bidar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"77","1977","5","Karnataka","Bidar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"77","1983","5","Karnataka","Bidar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"77","1987","5","Karnataka","Bidar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"77","1992","5","Karnataka","Bidar","1.0","92.0","2.0","86.0","1.0","37.0","2.0","53.0"
"77","1997","5","Karnataka","Bidar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"77","2003","5","Karnataka","Bidar","0.75","91.72","6.48","72.99","1.47","26.28","4.09","44.91"
"77","2007","5","Karnataka","Bidar","0.64","95.38","6.88","89.03","1.7","27.7","4.42","51.73"
"77","2012","5","Karnataka","Bidar","0.65","72.95","7.94","80.44","1.5","19.31","4.47","47.27"
"77","2019","5","Karnataka","Bidar","0.51","47.51","11.12","55.96","1.17","12.77","7.36","37.24"
"78","1966","5","Karnataka","Raichur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"78","1972","5","Karnataka","Raichur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"78","1977","5","Karnataka","Raichur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"78","1983","5","Karnataka","Raichur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"78","1987","5","Karnataka","Raichur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"78","1992","5","Karnataka","Raichur","2.0","251.0","3.0","174.0","1.0","77.0","2.0","102.0"
"78","1997","5","Karnataka","Raichur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"78","2003","5","Karnataka","Raichur","1.8","212.28","11.25","165.36","1.88","51.38","8.27","102.97"
"78","2007","5","Karnataka","Raichur","1.12","219.19","15.34","219.4","2.99","66.03","8.48","117.76"
"78","2012","5","Karnataka","Raichur","0.67","196.32","26.13","208.16","4.16","43.88","17.2","123.0"
"78","2019","5","Karnataka","Raichur","0.82","125.39","42.59","136.67","1.75","34.33","28.32","106.92"
"79","1966","5","Karnataka","Gulbarga / Kalaburagi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"79","1972","5","Karnataka","Gulbarga / Kalaburagi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"79","1977","5","Karnataka","Gulbarga / Kalaburagi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"79","1983","5","Karnataka","Gulbarga / Kalaburagi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"79","1987","5","Karnataka","Gulbarga / Kalaburagi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"79","1992","5","Karnataka","Gulbarga / Kalaburagi","2.0","289.0","3.0","232.0","2.0","101.0","2.0","139.0"
"79","1997","5","Karnataka","Gulbarga / Kalaburagi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"79","2003","5","Karnataka","Gulbarga / Kalaburagi","1.64","293.38","5.09","244.9","1.95","78.76","3.15","154.19"
"79","2007","5","Karnataka","Gulbarga / Kalaburagi","0.95","307.87","6.73","312.0","2.4","97.68","4.37","175.39"
"79","2012","5","Karnataka","Gulbarga / Kalaburagi","0.79","267.52","7.36","269.7","2.19","63.32","4.88","168.09"
"79","2019","5","Karnataka","Gulbarga / Kalaburagi","0.76","200.07","8.42","196.93","1.04","53.4","5.87","152.44"
"80","1966","5","Karnataka","Dakshina Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"80","1972","5","Karnataka","Dakshina Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"80","1977","5","Karnataka","Dakshina Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"80","1983","5","Karnataka","Dakshina Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"80","1987","5","Karnataka","Dakshina Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"80","1992","5","Karnataka","Dakshina Kannada","1.0","95.0","28.0","274.0","5.0","68.0","18.0","178.0"
"80","1997","5","Karnataka","Dakshina Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"80","2003","5","Karnataka","Dakshina Kannada","1.82","32.1","97.71","198.41","18.85","56.05","65.9","151.06"
"80","2007","5","Karnataka","Dakshina Kannada","5.16","23.11","125.14","213.89","27.53","66.91","88.34","165.56"
"80","2012","5","Karnataka","Dakshina Kannada","2.46","11.46","127.68","141.34","19.82","23.57","86.77","92.68"
"80","2019","5","Karnataka","Dakshina Kannada","2.32","3.64","172.58","88.61","12.99","10.83","134.28","80.09"
"81","1966","5","Karnataka","Uttara Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"81","1972","5","Karnataka","Uttara Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"81","1977","5","Karnataka","Uttara Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"81","1983","5","Karnataka","Uttara Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"81","1987","5","Karnataka","Uttara Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"81","1992","5","Karnataka","Uttara Kannada","1.0","130.0","7.0","120.0","2.0","47.0","4.0","69.0"
"81","1997","5","Karnataka","Uttara Kannada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"81","2003","5","Karnataka","Uttara Kannada","0.58","100.23","14.29","91.7","2.93","39.02","8.63","62.28"
"81","2007","5","Karnataka","Uttara Kannada","0.72","101.14","18.73","115.67","4.31","45.58","11.65","69.61"
"81","2012","5","Karnataka","Uttara Kannada","1.07","89.76","26.65","108.94","4.44","25.58","15.01","65.5"
"81","2019","5","Karnataka","Uttara Kannada","0.78","65.29","35.1","100.27","4.35","32.65","22.29","75.59"
"82","1966","5","Karnataka","Kodagu / Coorg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"82","1972","5","Karnataka","Kodagu / Coorg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"82","1977","5","Karnataka","Kodagu / Coorg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"82","1983","5","Karnataka","Kodagu / Coorg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"82","1987","5","Karnataka","Kodagu / Coorg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"82","1992","5","Karnataka","Kodagu / Coorg","2.0","52.0","7.0","44.0","3.0","19.0","4.0","27.0"
"82","1997","5","Karnataka","Kodagu / Coorg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"82","2003","5","Karnataka","Kodagu / Coorg","1.42","30.24","10.72","28.74","3.45","13.0","6.78","19.14"
"82","2007","5","Karnataka","Kodagu / Coorg","2.8","25.56","15.54","30.16","5.17","14.0","9.17","16.95"
"82","2012","5","Karnataka","Kodagu / Coorg","1.99","14.54","17.01","21.89","4.19","5.99","10.04","13.72"
"82","2019","5","Karnataka","Kodagu / Coorg","1.88","5.79","18.86","12.93","3.97","3.8","15.05","9.39"
"83","1966","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"83","1972","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"83","1977","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"83","1982","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"83","1987","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"83","1992","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"83","1997","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"83","2003","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","7.17","75.5","52.72","89.96","11.67","40.18","34.59","63.33"
"83","2007","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","88.98","103.31","230.39","184.4","117.05","51.72","68.17","101.87"
"83","2012","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","29.42","41.95","126.81","152.2","27.34","29.53","61.58","89.39"
"83","2019","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","13.31","23.26","189.63","153.04","20.46","21.82","148.46","140.62"
"84","1966","11","Tamil Nadu","South Arcot / Cuddalore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"84","1972","11","Tamil Nadu","South Arcot / Cuddalore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"84","1977","11","Tamil Nadu","South Arcot / Cuddalore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"84","1982","11","Tamil Nadu","South Arcot / Cuddalore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"84","1987","11","Tamil Nadu","South Arcot / Cuddalore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"84","1992","11","Tamil Nadu","South Arcot / Cuddalore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"84","1997","11","Tamil Nadu","South Arcot / Cuddalore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"84","2003","11","Tamil Nadu","South Arcot / Cuddalore","20.02","100.17","251.72","97.19","56.68","38.51","142.75","65.8"
"84","2007","11","Tamil Nadu","South Arcot / Cuddalore","122.84","141.51","278.25","189.24","215.61","46.45","71.14","138.33"
"84","2012","11","Tamil Nadu","South Arcot / Cuddalore","46.05","71.46","382.35","168.0","85.96","42.07","240.31","110.04"
"84","2019","11","Tamil Nadu","South Arcot / Cuddalore","35.88","21.42","524.85","84.35","36.79","10.02","438.4","75.78"
"85","1966","11","Tamil Nadu","North Arcot / Vellore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"85","1972","11","Tamil Nadu","North Arcot / Vellore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"85","1977","11","Tamil Nadu","North Arcot / Vellore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"85","1982","11","Tamil Nadu","North Arcot / Vellore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"85","1987","11","Tamil Nadu","North Arcot / Vellore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"85","1992","11","Tamil Nadu","North Arcot / Vellore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"85","1997","11","Tamil Nadu","North Arcot / Vellore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"85","2003","11","Tamil Nadu","North Arcot / Vellore","19.15","56.14","155.73","93.01","45.29","34.66","87.04","65.26"
"85","2007","11","Tamil Nadu","North Arcot / Vellore","63.44","139.98","458.55","132.23","311.42","30.79","71.41","83.2"
"85","2012","11","Tamil Nadu","North Arcot / Vellore","55.13","103.54","458.25","108.85","93.95","23.59","293.87","66.56"
"85","2019","11","Tamil Nadu","North Arcot / Vellore","26.21","30.8","592.34","45.39","44.42","11.56","524.16","46.81"
"86","1966","11","Tamil Nadu","Salem","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
